event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-25 13:51:26 UTC,view,28717160,2053013565639492569,apparel.shoes,respect,82.63,543808418,319ec6c9-be7d-473f-9d54-4dd55f9ecd7d
2019-11-15 21:30:18 UTC,view,17500037,2053013558752445019,,finish,25.2,523194080,ef413070-0198-4694-a485-2067db55143f
2019-10-18 16:59:08 UTC,view,43900029,2127425440925614628,,dewalt,231.65,517387969,339f34b6-6059-4499-bb38-e5af781beb11
2019-11-20 17:14:32 UTC,view,28721228,2053013565639492569,apparel.shoes,,122.27,516435943,be666b64-7f6f-4c7f-9b3e-8a554fef9833
2019-11-16 14:45:26 UTC,view,1802015,2053013554415534427,electronics.video.tv,lg,2573.79,514277063,1695c220-ce06-4518-814e-fc1d0628add7
2019-11-04 02:20:36 UTC,view,15100376,2053013557024391671,,bts,591.75,550783442,9bc27a94-0fc8-4cd6-ad13-77f42c4fbe8f
2019-10-25 15:32:47 UTC,view,4502496,2053013563877884791,appliances.kitchen.hob,dauscher,147.75,543462728,956f0485-6f4a-4452-a695-474b6c43c8bd
2019-11-15 18:00:06 UTC,view,2501637,2053013564003713919,appliances.kitchen.oven,bosch,340.61,515773465,7fc62dae-6878-48c6-9db7-88d747cff499
2019-11-27 07:11:49 UTC,view,26400226,2053013563651392361,,,371.7,512823792,8663fdb9-b94c-4cb6-a2ae-14a84d2fc9c0
2019-11-10 10:34:54 UTC,view,5100852,2053013553341792533,electronics.clocks,apple,519.44,567951338,c6e534b4-1ddb-4327-811c-5874843ac3d9
2019-11-27 11:42:30 UTC,view,1005065,2053013555631882655,electronics.smartphone,xiaomi,214.66,577608238,6a818f7a-210d-46b4-ab49-e2c9ce2c541b
2019-11-11 03:53:09 UTC,view,30000071,2127425436764865054,construction.tools.welding,,74.36,518399426,226664ea-300e-4bfb-80fc-84dcd55793cc
2019-11-16 06:12:27 UTC,view,3200137,2053013555321504139,appliances.kitchen.meat_grinder,,40.9,566116535,b989317d-e577-4c16-aee0-3ca44549451b
2019-10-06 08:36:32 UTC,view,1004320,2053013555631882655,electronics.smartphone,xiaomi,257.09,512375136,eee5942c-817a-946c-86e1-608a1a68d7d4
2019-10-11 11:13:15 UTC,cart,1005009,2053013555631882655,electronics.smartphone,xiaomi,88.03,513708945,d9fb1f52-64b0-488d-8d42-61639d9cfe89
2019-11-21 15:00:03 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,916.37,518782250,62b7f194-7798-4c06-bd9b-d2542d2e00db
2019-11-04 20:27:29 UTC,view,5700125,2053013553970938175,auto.accessories.player,pioneer,200.78,513244003,6aa2e25a-07af-4d84-9dc6-7777817fb8c9
2019-10-18 05:33:37 UTC,view,13101081,2053013553526341921,,skad,227.55,513199846,501e0733-473d-4b8b-a36f-18b5bde24496
2019-11-25 13:05:14 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,916.34,513057683,2297a121-ab53-4b4d-926f-9f709f52c235
2019-11-23 05:49:57 UTC,view,4804718,2053013554658804075,electronics.audio.headphone,apple,334.6,515413261,d14be2ca-002a-4131-ab24-26ebdd666f2a
2019-11-14 03:20:47 UTC,view,6000047,2053013560807654091,auto.accessories.alarm,starline,109.66,563059631,8f721e2d-dbee-441b-afb3-d4a0410739b8
2019-10-15 18:36:58 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.99,518077415,168e4990-904c-4b76-984f-3a8a5984e8f6
2019-10-28 20:27:00 UTC,view,2601446,2053013563970159485,,dauscher,432.13,514060263,e26a171e-a892-48f1-9550-541595cbf758
2019-11-24 13:31:11 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,487.14,514970301,0c1ce1e0-a141-4160-a1ef-48826494f117
2019-11-17 05:15:12 UTC,view,3600937,2053013563810775923,appliances.kitchen.washer,samsung,334.6,552474597,292024f4-1cbc-45ed-b944-e6ad3aa51867
2019-10-18 10:35:56 UTC,view,26403490,2053013563651392361,,,196.14,534527990,83e04fc4-61e5-4210-afff-0f5478df6dcb
2019-11-03 12:04:28 UTC,view,1005157,2053013555631882655,electronics.smartphone,xiaomi,269.74,514526971,0596f625-d6de-47c3-b59c-8a3d6698432c
2019-11-22 09:42:00 UTC,view,1005003,2053013555631882655,electronics.smartphone,huawei,239.29,517031093,2638b24c-0e2c-4c50-a424-7c1a808b3be2
2019-11-15 12:40:59 UTC,view,1002633,2053013555631882655,electronics.smartphone,apple,378.39,514111872,c1f1d69f-b9aa-425f-b5e3-d70fd36dafc4
2019-11-12 19:59:09 UTC,view,17300624,2053013553853497655,,montblanc,40.21,570466318,0d311f86-2872-462f-b338-c3c7153860c9
2019-11-22 06:56:09 UTC,view,1480748,2053013561092866779,computers.desktop,pulser,1186.62,574781361,303ee985-c1dd-4b5e-83e5-577f1d6b93a7
2019-10-27 08:41:07 UTC,view,18800047,2053013560623104713,auto.accessories.parktronic,parkmaster,82.37,520673289,1ad76fca-07f3-481e-a35e-8cdda4243fa3
2019-11-18 06:02:18 UTC,view,7006302,2053013560346280633,kids.carriage,wingoffly,122.55,571741736,9be6e28e-0c1f-4b00-9652-ca42227782e6
2019-11-29 16:15:06 UTC,view,15200783,2053013553484398879,,genesis,51.48,514434373,ec0a46e0-8f1e-4961-9d2a-5fea7d52b0fc
2019-11-09 07:25:49 UTC,cart,1004785,2053013555631882655,electronics.smartphone,huawei,265.64,519993931,9358a2ae-be77-4e49-bd5c-5d4409e0c59e
2019-10-04 03:39:30 UTC,view,14400019,2053013558492398155,,xiaomi,21.85,546735487,1dace43d-90b7-4686-854b-897e7577652b
2019-11-20 17:14:25 UTC,view,1005253,2053013555631882655,electronics.smartphone,xiaomi,285.46,553350405,6e3f2af7-0a6d-4fb6-970d-cddc72faeb6d
2019-10-21 08:38:28 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,160.39,544815089,f988f0bb-2d10-481d-a362-fef16c649caf
2019-11-08 08:46:13 UTC,view,13300121,2053013557166998015,,swisshome,62.81,535732870,3e5efa05-17b1-4737-8fce-f26a6afac439
2019-11-17 06:24:58 UTC,view,11400673,2053013558458843721,,iwalk,38.35,513123354,82c5668c-c5d0-4b9b-ba91-1854e13987e7
2019-11-16 17:07:41 UTC,view,1801915,2053013554415534427,electronics.video.tv,samsung,694.97,562797781,9d2de4e9-6624-415e-857e-f1d620e5ae31
2019-11-05 07:54:12 UTC,view,1201513,2172371436436455782,electronics.tablet,samsung,770.5,532681468,49172696-ebdc-4829-83dd-cdd1c61e0623
2019-10-28 19:19:36 UTC,view,1005116,2053013555631882655,electronics.smartphone,apple,1030.29,552227012,25371f7f-dd44-44b7-9acb-0faf89ae5fad
2019-11-20 13:10:13 UTC,view,17800530,2053013559868129947,computers.desktop,,19.03,512890247,63d86115-e58c-4026-bc8f-e133133f90d9
2019-10-02 19:41:33 UTC,view,26300332,2053013563424899933,,,361.82,524094698,dbcf867a-36dc-49b5-9963-eae2a0f90758
2019-10-27 16:04:54 UTC,view,11600299,2053013554566529381,computers.desktop,microlab,18.15,556026779,963d5a8b-1024-4f9b-a77c-42c4b45c650d
2019-11-25 15:24:59 UTC,view,1003712,2053013555631882655,electronics.smartphone,samsung,512.24,568080957,fe0918d7-907c-446c-9853-ad85bc1ce1d9
2019-11-02 05:31:10 UTC,view,1004835,2053013555631882655,electronics.smartphone,samsung,223.94,525589627,a3067bbf-1c53-40a1-8758-50052be73fb4
2019-10-11 03:26:24 UTC,view,6000004,2053013560807654091,auto.accessories.alarm,starline,139.77,515966328,b01d41f1-f992-4c7f-b6ca-54dd4d544f15
2019-11-10 05:31:13 UTC,view,49400004,2134905045613805589,,,159.59,512382694,2772e1bf-0b68-4ade-8bee-0c748e6f2a50
2019-11-16 02:11:11 UTC,view,3700796,2053013565983425517,appliances.environment.vacuum,philips,149.27,554065552,1aa4f34c-dfad-46e1-8a1b-a0df120d6899
2019-11-26 07:33:24 UTC,view,26201255,2053013563693335403,,lucente,128.96,558385582,3bb4f657-2e65-4d5e-83f9-c5a1dcb8db91
2019-11-28 04:18:13 UTC,view,26019097,2053013562837697343,,,9.05,513287253,160bb40a-132d-42f2-9a79-0e6fabfcf3d7
2019-11-05 13:14:24 UTC,view,1005104,2053013555631882655,electronics.smartphone,apple,990.89,517517067,ac553937-ccc5-4fe5-a2d1-19c101c6c0f5
2019-11-05 14:12:35 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,240.26,543974364,90ede571-f1cf-42cf-8e42-5fe10e6a05dd
2019-11-19 11:38:58 UTC,view,1005159,2053013555631882655,electronics.smartphone,xiaomi,202.28,573379478,22473333-b582-47dc-b17e-42c9e7872bb6
2019-10-06 03:04:43 UTC,view,44100009,2100065069302809284,,keter,203.93,557014953,fa460eb3-f3a7-4685-b6b2-551141ce2907
2019-11-16 11:45:01 UTC,view,13400003,2053013557066334713,,sv,131.79,529746518,0303b3a9-cad2-4fb9-acb1-1699c3b5d2d7
2019-11-02 01:34:18 UTC,view,21407409,2053013561579406073,electronics.clocks,tissot,658.96,518526892,c8e5d76c-c1fb-44c8-b34c-43030fc41059
2019-11-17 08:59:58 UTC,view,1307573,2053013558920217191,computers.notebook,acer,525.08,545521688,d5da2ed4-e243-47d7-b2c6-5e3b60313d68
2019-10-03 18:56:43 UTC,view,12710449,2053013553559896355,,triangle,41.96,555822682,8b833cd1-8502-4934-a8f4-0e73f4a05ac4
2019-10-29 13:15:46 UTC,view,15100367,2053013557024391671,,,499.11,559536455,db57b422-0192-4e97-876e-d15c30d06e40
2019-10-08 14:52:32 UTC,view,42400048,2095518906859913319,,crown,59.46,512823858,dabfe7db-2e61-42da-a2ab-cf1126c7954b
2019-10-20 14:32:58 UTC,view,3701432,2053013565983425517,appliances.environment.vacuum,vitek,64.3,535928313,418c0bce-3614-4de2-9bf9-ccc32ebf2d4c
2019-10-28 12:31:03 UTC,view,48600031,2116907507795361987,,,33.44,514591020,d2ae8423-4983-6cb6-54bd-3935682d37fd
2019-11-25 16:28:34 UTC,view,1201231,2172371436436455782,electronics.tablet,huawei,102.68,518705648,acf98765-951f-47f4-ba59-dea51dad408e
2019-11-29 13:10:21 UTC,view,1307073,2053013558920217191,computers.notebook,acer,643.26,514958402,e678660c-c173-4687-ac9b-a58a5abe2a30
2019-11-03 14:04:14 UTC,view,28720566,2053013565228450757,apparel.shoes,fly,84.94,513978264,f68a8b34-e139-480e-8eec-935f87bef3a3
2019-11-10 04:40:22 UTC,view,1005263,2053013555631882655,electronics.smartphone,oppo,694.97,562826415,a961eb73-d312-478d-9784-e687252006c4
2019-10-05 06:22:56 UTC,view,1004225,2053013555631882655,electronics.smartphone,apple,1006.31,545543231,e5547ffe-6892-4b69-a654-674dd21ff0a4
2019-10-05 08:17:10 UTC,view,6200376,2053013552293216471,appliances.environment.air_heater,timberk,60.49,531393314,40bca919-ba83-43c5-aa48-883af60117b5
2019-11-17 04:26:59 UTC,view,1004836,2053013555631882655,electronics.smartphone,samsung,244.02,572159747,467bbf60-c558-4337-979d-29acd45d9acb
2019-11-02 00:34:56 UTC,view,7101226,2053013555464110485,furniture.bedroom.bed,,151.84,512856890,1b095938-57fc-4024-a924-d8cc8845ff78
2019-11-05 19:30:21 UTC,view,1307187,2053013558920217191,computers.notebook,acer,849.42,567685567,18935b2c-13c2-4e8b-aa36-bffdc4e2dab2
2019-11-15 08:28:28 UTC,view,1801512,2053013554415534427,electronics.video.tv,haier,900.9,558498504,aee786bf-d15f-42f2-9f1f-9f2debf13196
2019-11-14 13:31:41 UTC,view,6000227,2053013560807654091,auto.accessories.alarm,starline,157.53,514179463,588bf981-46cc-4a0f-9716-a20570aeb0c0
2019-10-18 14:07:14 UTC,view,1201387,2172371436436455782,electronics.tablet,apple,1003.58,556403728,41a1f06a-d999-4afb-ae4b-252e8924e30e
2019-10-10 06:33:07 UTC,view,1801603,2053013554415534427,electronics.video.tv,samsung,616.49,538949166,3fad4d65-48f9-4f1f-9f96-8026d186aec2
2019-10-20 13:02:27 UTC,cart,4803977,2053013554658804075,electronics.audio.headphone,samsung,107.49,550022861,4b850815-ca1b-4d7e-8140-28f3031e5ef0
2019-10-15 11:31:16 UTC,view,35700016,2136935916512478049,appliances.kitchen.kettle,apollo,15.42,516380530,9537f8a7-fea3-425a-be7c-b15874e8f597
2019-10-18 06:28:38 UTC,view,4803981,2053013554658804075,electronics.audio.headphone,huawei,38.97,540785945,3c0a8f36-4a65-49af-b3a8-d8ab659ec537
2019-10-13 17:59:17 UTC,view,4803399,2053013554658804075,electronics.audio.headphone,jbl,40.9,513148198,934a9ad1-a42b-4a13-971f-df803431b109
2019-11-18 06:55:07 UTC,view,8801028,2053013555573162395,electronics.telephone,philips,21.85,557606319,8c307588-f110-488b-968c-81f3139503e4
2019-11-10 03:38:37 UTC,view,11600143,2053013554566529381,computers.desktop,sven,36.01,569542491,ce0965a9-087f-4f30-be0b-f3cc26c556b2
2019-11-29 18:20:56 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,916.37,513976440,fee16b9a-4bc9-4df7-a63d-13faa33ffc8f
2019-11-10 08:45:04 UTC,view,22700601,2053013556168753601,,startul,24.04,546274471,bcca5eaa-6e24-4a80-bee8-174e9c0ea0b7
2019-11-16 10:39:34 UTC,view,2601407,2053013563970159485,,bosch,482.34,534722999,dac9d508-e4d7-419b-a3b0-0d73ee70d86e
2019-11-17 09:22:08 UTC,view,21406015,2053013561579406073,electronics.clocks,,154.44,513208563,b30ff5b2-b29f-4980-a969-7d8f6f718229
2019-10-11 08:19:33 UTC,view,5700282,2053013553970938175,auto.accessories.player,alpine,167.06,550446787,aa5cd73c-746e-48a1-b059-ca41f44407d4
2019-11-15 03:14:00 UTC,view,26403423,2053013563651392361,,,60.75,550644832,4aab94b3-84a3-45e0-abec-2e75050a07e2
2019-11-04 05:00:03 UTC,view,12703415,2053013553559896355,,cordiant,48.91,557165711,3ec164ac-8985-4ae9-85cd-0e022a2dddaf
2019-10-15 10:11:48 UTC,view,12300748,2053013556311359947,construction.tools.drill,,147.62,524674594,7bbd5a3f-ef77-442a-bb32-ca824bca645f
2019-10-12 06:37:05 UTC,view,16300111,2053013558131687989,,,34.75,518332698,ddb6dbad-9988-4208-843a-52a139a2c4cb
2019-10-04 05:07:50 UTC,view,26300077,2053013563584283495,,lucente,237.33,535418674,0409c7e1-d4d4-4173-b632-2751036f10bd
2019-11-05 15:36:44 UTC,view,5100919,2053013553341792533,electronics.clocks,apple,1132.33,515926361,f81a1604-0ced-4052-aaa7-83434cf6e731
2019-11-22 16:02:05 UTC,purchase,1004781,2053013555631882655,electronics.smartphone,huawei,256.46,553883684,954615d9-7a0c-406b-a33a-2cfc7b23cf0e
2019-10-08 01:59:50 UTC,view,1004794,2053013555631882655,electronics.smartphone,xiaomi,218.42,553136032,a4b937fc-07b6-44a8-93cd-b3363379acff
2019-11-19 07:09:31 UTC,view,12719961,2053013553559896355,,kapsen,49.68,553967269,a6ec7434-8fa1-4eb0-a044-11d44077bd3b
2019-10-20 16:48:49 UTC,view,1004750,2053013555631882655,electronics.smartphone,samsung,195.54,513723164,9af8abd5-378d-42ec-b7c9-1cf67cb422c6
2019-10-25 08:24:07 UTC,view,48200439,2146660887002349890,apparel.dress,persona,254.83,542347627,f93558b9-9d93-44af-bac6-91d4cea40fd1
2019-11-22 03:23:40 UTC,view,100002517,2053013563693335403,,dinastia,165.51,534849872,957b04a6-0efa-40d9-aaac-a1ff942fea95
2019-11-16 20:26:26 UTC,view,1004849,2053013555631882655,electronics.smartphone,huawei,952.12,548407130,0eebcedd-b89d-4db2-8fdb-a0f7b3c79604
2019-10-23 16:28:44 UTC,view,28101446,2053013564918072245,,kartal,223.94,563395890,69a6ca3a-e9e9-427f-8f49-421b3b6fbb02
2019-11-02 15:24:12 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,939.77,523797480,1dc45158-dc9a-4f80-a8c5-279bd5aa4655
2019-11-15 06:26:12 UTC,view,1005144,2053013555631882655,electronics.smartphone,apple,1625.24,535447925,6a01053c-9abe-44d5-b1c5-fb39ad65dab6
2019-11-01 01:49:57 UTC,view,28719583,2053013565782098913,apparel.shoes,,75.42,560929722,73fa4950-12ba-4f39-8fbf-e47f167a75df
2019-10-21 10:22:52 UTC,view,21404032,2053013561579406073,electronics.clocks,,32.18,535729522,cd40aed8-d0d1-4514-8267-29d9c312e0e6
2019-11-17 09:12:25 UTC,view,28800219,2053013561663292159,,fiesta,33.08,544652829,6246a1ab-aa39-4501-af5c-fd1d2f256d19
2019-11-08 12:50:15 UTC,view,1005144,2053013555631882655,electronics.smartphone,apple,1627.78,515859115,4a6acee7-3b1d-4409-819b-d7028684e505
2019-10-30 07:52:19 UTC,view,21401246,2053013561579406073,electronics.clocks,casio,37.32,512684627,f664f0a9-c1dd-40bb-bfc6-a51478fab1f0
2019-11-29 19:14:36 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1634.38,562621609,37eefc5d-599c-41ad-8607-4cab0af59cf7
2019-11-11 19:31:05 UTC,view,5100376,2053013553341792533,electronics.clocks,xiaomi,69.21,570283609,4072f134-c903-4f5b-8a65-57190dde3807
2019-11-25 18:03:33 UTC,view,15800108,2053013560144954031,,alteco,69.11,514713971,38a48352-aca2-4a07-943f-13195a7faf8b
2019-10-07 12:12:33 UTC,view,5300763,2053013563173241677,,vitek,12.61,512384166,ee65dc37-58b0-4c3c-857e-75ede4a6b3f6
2019-10-06 16:09:41 UTC,view,1003750,2053013555631882655,electronics.smartphone,sony,257.38,531004417,13c1c718-5e52-467d-97e3-031077bb39ed
2019-11-18 13:56:33 UTC,view,25510082,2053013562250494749,,gerat,62.1,573046334,903d4274-dca3-4964-927c-c466f23a4fdf
2019-11-14 15:24:44 UTC,view,21409214,2053013561579406073,electronics.clocks,,650.72,561041063,2692315c-0f4a-42ce-926e-60bbdc1c5b1d
2019-11-09 10:41:57 UTC,view,6600912,2053013554189041997,computers.components.memory,,35.78,569291487,4e21ab13-d0f3-422e-9f8f-2faef62eb228
